module,type,name,res_id,src,value,comments
account,code,addons/account/models/account_move.py,1345,"You cannot use this general account in this journal, check the tab 'Entry Controls' on the related journal.",,
account,code,addons/account/models/account_invoice.py,74,You cannot validate an invoice with a negative total amount. You should create a credit note instead.,,
account,code,addons/account/models/account_invoice.py,797,You cannot validate an invoice with a negative total amount. You should create a credit note instead.,,
account,code,addons/account/static/src/xml/account_reconciliation.xml,158,"You did not configure any reconcile model yet, you can do it",,openerp-web
account,model,"ir.ui.view,arch_db",account.invoice_form,You have,,
account,model,"ir.ui.view,arch_db",account.invoice_supplier_form,You have,,
account,code,addons/account/models/account_payment.py,523,You have to define a sequence for %s in your company.,,
account,code,addons/account/wizard/account_report_general_ledger.py,21,You must define a Start Date,,
account,code,addons/account/models/account_invoice.py,1617,You must first select a partner!,,
account,code,addons/account/wizard/account_report_aged_partner_balance.py,26,You must set a period length greater than 0.,,
account,code,addons/account/wizard/account_report_aged_partner_balance.py,28,You must set a start date.,,
account,code,addons/account/static/src/xml/account_reconciliation.xml,53,You reconciled,,openerp-web
account,code,addons/account/models/account_move.py,1974,"You should configure the 'Exchange Rate Journal' in the accounting settings, to manage automatically the booking of accounting entries related to differences between exchange rates.",,
account,code,addons/account/models/account_move.py,1976,"You should configure the 'Gain Exchange Rate Account' in the accounting settings, to manage automatically the booking of accounting entries related to differences between exchange rates.",,
account,code,addons/account/models/account_move.py,1978,"You should configure the 'Loss Exchange Rate Account' in the accounting settings, to manage automatically the booking of accounting entries related to differences between exchange rates.",,
account,code,addons/account/wizard/pos_box.py,49,You should have defined an 'Internal Transfer Account' in your cash register's journal!,,
account,code,addons/account/wizard/pos_box.py,67,You should have defined an 'Internal Transfer Account' in your cash register's journal!,,
account,model,"ir.ui.view,arch_db",account.view_account_invoice_refund,"You will be able to edit and validate this
                                credit note directly or keep it draft,
                                waiting for the document to be issued by
                                your supplier/customer.",,
account,model,"ir.ui.view,arch_db",account.account_planner,Your Bank Accounts,,
account,model,"ir.ui.view,arch_db",account.account_planner,Your Company,,
account,model,"ir.ui.view,arch_db",account.account_planner,Your Customers,,
account,model,"ir.ui.view,arch_db",account.account_planner,Your Products,,
account,model,"ir.ui.view,arch_db",account.account_planner,Your Trial Balance (list of accounts and their balances).,,
account,model,"ir.ui.view,arch_db",account.account_planner,"Your company's legal name, tax ID, address, and logo.",,
account,model,"ir.ui.view,arch_db",account.account_planner,"Your outstanding invoices, payments, and undeposited funds.",,
account,model,"ir.ui.view,arch_db",account.view_account_position_form,Zip Range,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_template_zip_from,Zip Range From,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_zip_from,Zip Range From,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_template_zip_to,Zip Range To,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_zip_to,Zip Range To,,
account,model,"ir.model,name",account.model_account_bank_accounts_wizard,account.bank.accounts.wizard,,
account,model,"ir.model,name",account.model_account_financial_year_op,account.financial.year.op,,
account,model,"ir.model,name",account.model_account_group,account.group,,
account,model,"ir.model,name",account.model_account_opening,account.opening,,
account,model,"ir.model,name",account.model_account_reconcile_model_template,account.reconcile.model.template,,
account,model,"ir.model,name",account.model_account_tax_group,account.tax.group,,
account,model,"ir.ui.view,arch_db",account.account_planner,activate this feature,,
account,code,addons/account/static/src/xml/account_payment.xml,17,assign to invoice,,openerp-web
account,model,"ir.model,name",account.model_cash_box_in,cash.box.in,,
account,model,"ir.model,name",account.model_cash_box_out,cash.box.out,,
account,model,"ir.ui.view,arch_db",account.portal_invoice_error,close,,
account,model,"ir.ui.view,arch_db",account.portal_invoice_success,close,,
account,model,"ir.ui.view,arch_db",account.view_account_form,code,,
account,model,"ir.ui.view,arch_db",account.account_planner,create a journal entry,,
account,model,"ir.ui.view,arch_db",account.view_payment_term_line_form,days,,
account,model,"ir.ui.view,arch_db",account.view_account_reconcile_model_form,e.g. Bank Fees,,
account,model,"ir.ui.view,arch_db",account.account_planner,fast recording interface,,
account,model,"ir.ui.view,arch_db",account.account_planner,first),,
account,model,"ir.ui.view,arch_db",account.invoice_form,for this customer. You can allocate them to mark this invoice as paid.,,
account,model,"ir.ui.view,arch_db",account.invoice_supplier_form,for this supplier. You can allocate them to mark this bill as paid.,,
account,code,addons/account/static/src/xml/account_reconciliation.xml,41,o_manual_statement,,openerp-web
account,model,"ir.ui.view,arch_db",account.invoice_supplier_form,outstanding debits,,
account,model,"ir.ui.view,arch_db",account.invoice_form,outstanding payments,,
account,model,"ir.model,name",account.model_report_account_report_agedpartnerbalance,report.account.report_agedpartnerbalance,,
account,model,"ir.model,name",account.model_report_account_report_financial,report.account.report_financial,,
account,model,"ir.model,name",account.model_report_account_report_generalledger,report.account.report_generalledger,,
account,model,"ir.model,name",account.model_report_account_report_journal,report.account.report_journal,,
account,model,"ir.model,name",account.model_report_account_report_overdue,report.account.report_overdue,,
account,model,"ir.model,name",account.model_report_account_report_partnerledger,report.account.report_partnerledger,,
account,model,"ir.model,name",account.model_report_account_report_tax,report.account.report_tax,,
account,model,"ir.model,name",account.model_report_account_report_trialbalance,report.account.report_trialbalance,,
account,model,"ir.model,name",account.model_res_config_settings,res.config.settings,,
account,code,addons/account/models/account_move.py,241,reversal of: ,,
account,code,addons/account/static/src/xml/account_reconciliation.xml,53,seconds per transaction.,,openerp-web
account,model,"ir.ui.view,arch_db",account.account_planner,send us an email,,
account,model,"ir.ui.view,arch_db",account.account_planner,set company logo,,
account,model,"ir.ui.view,arch_db",account.account_planner,setup your bank accounts.,,
account,model,"ir.ui.view,arch_db",account.account_planner,the customer list,,
account,model,"ir.ui.view,arch_db",account.view_partner_property_form,the parent company,,
account,model,"ir.ui.view,arch_db",account.account_planner,the product list,,
account,code,addons/account/static/src/xml/account_reconciliation.xml,158,there,,openerp-web
account,model,"ir.ui.view,arch_db",account.account_planner,to describe<br/> your experience or to suggest improvements !,,
account,model,"ir.ui.view,arch_db",account.account_planner,to set the balance of all of your accounts.,,
account,code,addons/account/static/src/xml/account_reconciliation.xml,53,transactions in,,openerp-web
account,model,"ir.model,name",account.model_wizard_multi_charts_accounts,wizard.multi.charts.accounts,,
account,model,"ir.ui.view,arch_db",account.view_bank_statement_form,→ Count,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_kanban,"<i class=""fa fa-calendar""/> From",,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_kanban,<strong>Customer</strong>,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_kanban,<strong>Product</strong>,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_form_search,Accounts,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_analytic_id,Analytic Account,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_form_search,Analytic Account,,
account_analytic_default,model,"ir.actions.act_window,name",account_analytic_default.action_analytic_default_list,Analytic Defaults,,
account_analytic_default,model,"ir.ui.menu,name",account_analytic_default.menu_analytic_default_list,Analytic Defaults,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_form,Analytic Defaults,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_tree,Analytic Defaults,,
account_analytic_default,model,"ir.model,name",account_analytic_default.model_account_analytic_default,Analytic Distribution,,
account_analytic_default,model,"ir.actions.act_window,name",account_analytic_default.action_product_default_list,Analytic Rules,,
account_analytic_default,model,"ir.actions.act_window,name",account_analytic_default.analytic_rule_action_partner,Analytic Rules,,
account_analytic_default,model,"ir.actions.act_window,name",account_analytic_default.analytic_rule_action_user,Analytic Rules,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_company_id,Company,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_form_search,Company,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_form,Conditions,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_create_uid,Created by,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_create_date,Created on,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.res_config_settings_view_form,Default Analytic Values,,
account_analytic_default,model,"ir.model.fields,help",account_analytic_default.field_account_analytic_default_date_stop,Default end date for this Analytic Account.,,
account_analytic_default,model,"ir.model.fields,help",account_analytic_default.field_account_analytic_default_date_start,Default start date for this Analytic Account.,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_display_name,Display Name,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_date_stop,End Date,,
account_analytic_default,model,"ir.model.fields,help",account_analytic_default.field_account_analytic_default_sequence,Gives the sequence order when displaying a list of analytic distribution,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_form_search,Group By,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_id,ID,,
account_analytic_default,model,"ir.model,name",account_analytic_default.model_account_invoice_line,Invoice Line,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default___last_update,Last Modified on,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_write_uid,Last Updated by,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_write_date,Last Updated on,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_partner_id,Partner,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_form_search,Partner,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_product_id,Product,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_form_search,Product,,
account_analytic_default,model,"ir.model,name",account_analytic_default.model_sale_order_line,Sales Order Line,,
account_analytic_default,model,"ir.model.fields,help",account_analytic_default.field_account_analytic_default_company_id,"Select a company which will use analytic account specified in analytic default (e.g. create new customer invoice or Sales order if we select this company, it will automatically take this as an analytic account)",,
account_analytic_default,model,"ir.model.fields,help",account_analytic_default.field_account_analytic_default_partner_id,"Select a partner which will use analytic account specified in analytic default (e.g. create new customer invoice or Sales order if we select this partner, it will automatically take this as an analytic account)",,
account_analytic_default,model,"ir.model.fields,help",account_analytic_default.field_account_analytic_default_product_id,"Select a product which will use analytic account specified in analytic default (e.g. create new customer invoice or Sales order if we select this product, it will automatically take this as an analytic account)",,
account_analytic_default,model,"ir.model.fields,help",account_analytic_default.field_account_analytic_default_user_id,Select a user which will use analytic account specified in analytic default.,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_sequence,Sequence,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_date_start,Start Date,,
account_analytic_default,model,"ir.model.fields,field_description",account_analytic_default.field_account_analytic_default_user_id,User,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_form_search,User,,
account_analytic_default,model,"ir.ui.view,arch_db",account_analytic_default.view_account_analytic_default_kanban,to,,
account_asset,code,addons/account_asset/models/account_asset.py,413, (copy),,
account_asset,code,addons/account_asset/models/account_asset.py,550, (grouped),,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_entry_count,# Asset Entries,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_depreciation_nbr,# of Depreciation Lines,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_installment_nbr,# of Installment Lines,,
account_asset,model,"ir.actions.server,name",account_asset.account_asset_cron_ir_actions_server,Account Asset: Generate asset entries,,
account_asset,model,"ir.cron,cron_name",account_asset.account_asset_cron,Account Asset: Generate asset entries,,
account_asset,model,"ir.cron,name",account_asset.account_asset_cron,Account Asset: Generate asset entries,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_depreciation_confirmation_wizard_date,Account Date,,
account_asset,model,"ir.model,name",account_asset.model_account_move,Account Entry,,
account_asset,model,"ir.model.fields,help",account_asset.field_account_asset_category_account_depreciation_id,"Account used in the depreciation entries, to decrease the asset value.",,
account_asset,model,"ir.model.fields,help",account_asset.field_account_asset_category_account_depreciation_expense_id,"Account used in the periodical entries, to record a part of the asset as expense.",,
account_asset,model,"ir.model.fields,help",account_asset.field_account_asset_category_account_asset_id,Account used to record the purchase of the asset at its original price.,,
account_asset,code,addons/account_asset/static/src/js/account_asset.js,52,Accounting entries waiting for manual verification,,openerp-web
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_active,Active,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_active,Active,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_form,Additional Options,,
account_asset,code,addons/account_asset/models/account_asset.py,618,Amount,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_depreciation_value,Amount of Depreciation Lines,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_installment_value,Amount of Installment Lines,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_account_analytic_id,Analytic Account,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_depreciation_line_asset_id,Asset,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_asset_id,Asset,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_form,Asset,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_search,Asset,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Asset,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_account_asset_id,Asset Account,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_search,Asset Account,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_invoice_line_asset_category_id,Asset Category,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Asset Category,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_invoice_asset_category,Asset Category,,
account_asset,model,"ir.ui.view,arch_db",account_asset.asset_modify_form,Asset Durations to Modify,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_invoice_line_asset_end_date,Asset End Date,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_modify_asset_method_time,Asset Method Time,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_name,Asset Name,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_invoice_line_asset_start_date,Asset Start Date,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_name,Asset Type,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_product_product_asset_category_id,Asset Type,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_product_template_asset_category_id,Asset Type,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_form,Asset Type,,
account_asset,model,"ir.actions.act_window,name",account_asset.action_account_asset_asset_list_normal_purchase,Asset Types,,
account_asset,model,"ir.ui.menu,name",account_asset.menu_action_account_asset_asset_list_normal_purchase,Asset Types,,
account_asset,model,"ir.ui.view,arch_db",account_asset.res_config_settings_view_form,Asset Types,,
account_asset,model,"ir.model,name",account_asset.model_account_asset_category,Asset category,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_asset_category_id,Asset category,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_form,Asset category,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_tree,Asset category,,
account_asset,code,addons/account_asset/models/account_asset.py,293,Asset created,,
account_asset,model,"ir.model,name",account_asset.model_account_asset_depreciation_line,Asset depreciation line,,
account_asset,code,addons/account_asset/models/account_asset.py,325,Asset sold or disposed. Accounting entry awaiting for validation.,,
account_asset,model,"ir.model,name",account_asset.model_account_asset_asset,Asset/Revenue Recognition,,
account_asset,model,"ir.actions.act_window,name",account_asset.action_account_asset_asset_form,Assets,,
account_asset,model,"ir.ui.menu,name",account_asset.menu_action_account_asset_asset_form,Assets,,
account_asset,model,"ir.ui.menu,name",account_asset.menu_action_asset_asset_report,Assets,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_purchase_tree,Assets,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_search,Assets,,
account_asset,model,"ir.actions.act_window,name",account_asset.action_asset_asset_report,Assets Analysis,,
account_asset,model,"ir.model,name",account_asset.model_asset_asset_report,Assets Analysis,,
account_asset,model,"ir.ui.view,arch_db",account_asset.action_account_asset_report_graph,Assets Analysis,,
account_asset,model,"ir.ui.view,arch_db",account_asset.action_account_asset_report_pivot,Assets Analysis,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Assets Analysis,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_move_asset_depreciation_ids,Assets Depreciation Lines,,
account_asset,model,"ir.ui.menu,name",account_asset.menu_finance_config_assets,Assets and Revenues,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_search,Assets in closed state,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_search,Assets in draft and open states,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Assets in draft state,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Assets in running state,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_open_asset,Auto-confirm Assets,,
account_asset,model,"ir.ui.view,arch_db",account_asset.asset_modify_form,Cancel,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_depreciation_confirmation_wizard,Cancel,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_category_id,Category,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_search,Category,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_search,Category,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_form,Category of asset,,
account_asset,model,"ir.model.fields,help",account_asset.field_account_asset_category_open_asset,Check this if you want to automatically confirm the assets of this category when created by invoices.,,
account_asset,model,"ir.model.fields,help",account_asset.field_account_asset_category_group_entries,Check this if you want to group the generated entries by categories.,,
account_asset,model,"ir.model.fields,help",account_asset.field_account_asset_asset_method,"Choose the method to use to compute the amount of depreciation lines.
  * Linear: Calculated on basis of: Gross Value / Number of Depreciations
  * Degressive: Calculated on basis of: Residual Value * Degressive Factor",,
account_asset,model,"ir.model.fields,help",account_asset.field_account_asset_category_method,"Choose the method to use to compute the amount of depreciation lines.
  * Linear: Calculated on basis of: Gross Value / Number of Depreciations
  * Degressive: Calculated on basis of: Residual Value * Degressive Factor",,
account_asset,model,"ir.model.fields,help",account_asset.field_account_asset_asset_method_time,"Choose the method to use to compute the dates and number of entries.
  * Number of Entries: Fix the number of entries and the time between 2 depreciations.
  * Ending Date: Choose the time between 2 depreciations and the date the depreciations won't go beyond.",,
account_asset,model,"ir.model.fields,help",account_asset.field_account_asset_category_method_time,"Choose the method to use to compute the dates and number of entries.
  * Number of Entries: Fix the number of entries and the time between 2 depreciations.
  * Ending Date: Choose the time between 2 depreciations and the date the depreciations won't go beyond.",,
account_asset,model,"ir.model.fields,help",account_asset.field_asset_depreciation_confirmation_wizard_date,Choose the period for which you want to automatically post the depreciation lines of running assets,,
account_asset,selection,"account.asset.asset,state",0,Close,,
account_asset,selection,"asset.asset.report,state",0,Close,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_search,Closed,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_company_id,Company,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_company_id,Company,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_company_id,Company,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Company,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_method,Computation Method,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_method,Computation Method,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_depreciation_confirmation_wizard,Compute Asset,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_form,Compute Depreciation,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_form,Confirm,,
account_asset,code,addons/account_asset/wizard/asset_depreciation_confirmation_wizard.py,20,Created Asset Moves,,
account_asset,code,addons/account_asset/wizard/asset_depreciation_confirmation_wizard.py,20,Created Revenue Moves,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_create_uid,Created by,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_create_uid,Created by,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_depreciation_line_create_uid,Created by,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_depreciation_confirmation_wizard_create_uid,Created by,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_modify_create_uid,Created by,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_create_date,Created on,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_create_date,Created on,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_depreciation_line_create_date,Created on,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_depreciation_confirmation_wizard_create_date,Created on,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_modify_create_date,Created on,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_depreciation_line_depreciated_value,Cumulative Depreciation,,
account_asset,code,addons/account_asset/models/account_asset.py,618,Currency,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_currency_id,Currency,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_search,Current,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_depreciation_line_amount,Current Depreciation,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_date,Date,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_date,Date,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_form,Date of asset,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Date of asset purchase,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Date of depreciation,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_form,Deferred Revenue Account,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_product_product_deferred_revenue_category_id,Deferred Revenue Type,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_product_template_deferred_revenue_category_id,Deferred Revenue Type,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_form,Deferred Revenue Type,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_search,Deferred Revenues,,
account_asset,selection,"account.asset.asset,method",0,Degressive,,
account_asset,selection,"account.asset.category,method",0,Degressive,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_method_progress_factor,Degressive Factor,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_method_progress_factor,Degressive Factor,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_form,Depreciation,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_form,Depreciation Board,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_depreciation_line_depreciation_date,Depreciation Date,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_depreciation_date,Depreciation Date,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_account_depreciation_id,Depreciation Entries: Asset Account,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_account_depreciation_expense_id,Depreciation Entries: Expense Account,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_depreciation_line_move_id,Depreciation Entry,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_form,Depreciation Information,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_depreciation_line_ids,Depreciation Lines,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_form,Depreciation Lines,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_form,Depreciation Method,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Depreciation Month,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_depreciation_line_name,Depreciation Name,,
account_asset,code,addons/account_asset/wizard/asset_modify.py,85,Depreciation board modified,,
account_asset,code,addons/account_asset/models/account_asset.py,621,Depreciation line posted.,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_display_name,Display Name,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_display_name,Display Name,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_depreciation_line_display_name,Display Name,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_display_name,Display Name,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_depreciation_confirmation_wizard_display_name,Display Name,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_modify_display_name,Display Name,,
account_asset,code,addons/account_asset/models/account_asset.py,334,Disposal Move,,
account_asset,code,addons/account_asset/models/account_asset.py,337,Disposal Moves,,
account_asset,code,addons/account_asset/models/account_asset.py,596,Document closed.,,
account_asset,selection,"account.asset.asset,state",0,Draft,,
account_asset,selection,"asset.asset.report,state",0,Draft,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Draft,,
account_asset,selection,"account.asset.asset,method_time",0,Ending Date,,
account_asset,selection,"account.asset.category,method_time",0,Ending Date,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_method_end,Ending Date,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_method_end,Ending date,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_modify_method_end,Ending date,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Extended Filters...,,
account_asset,model,"ir.actions.act_window,help",account_asset.action_asset_asset_report,"From this report, you can have an overview on all depreciations. The
            search bar can also be used to personalize your assets depreciation reporting.",,
account_asset,model,"ir.ui.menu,name",account_asset.menu_asset_depreciation_confirmation_wizard,Generate Assets Entries,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_depreciation_confirmation_wizard,Generate Entries,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_asset_asset_report_gross_value,Gross Amount,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_value,Gross Value,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_asset_form,Gross value of asset,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_asset_asset_report_search,Group By,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_category_search,Group By...,,
account_asset,model,"ir.ui.view,arch_db",account_asset.view_account_asset_search,Group By...,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_group_entries,Group Journal Entries,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_asset_id,ID,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_category_id,ID,,
account_asset,model,"ir.model.fields,field_description",account_asset.field_account_asset_depreciation_line_id,ID,,
